10.71,9.49,10.08,9.99,8.48,4.57
20.03,20.43,25.63,22.56,9.26,3.69
12.81,15.08,30.23,25.52,6.56,2.81
13.74,14.11,35.70,24.78,7.91,3.34
20.26,17.51,47.10,38.66,26.22,4.04
27.02,14.11,42.71,34.03,33.74,3.69
59.63,19.46,64.18,50.49,52.25,8.08
100.85,40.86,118.29,99.87,96.60,18.80
137.89,94.85,278.63,113.01,155.02,30.22
77.79,63.48,77.76,44.94,49.17,13.70
24.46,20.19,43.15,13.69,35.09,4.22
13.28,9.73,28.26,13.69,21.60,2.46
13.04,11.19,36.36,9.99,17.35,2.99
14.44,12.40,28.04,9.62,10.03,2.99
7.69,6.32,8.54,5.55,4.82,1.76
4.66,4.13,8.32,2.96,2.70,1.05
3.96,3.65,9.42,3.14,3.09,1.05
6.75,5.84,17.52,6.84,9.83,1.76
10.02,8.03,11.61,6.29,13.30,2.11
6.52,4.86,5.91,4.07,3.86,1.41
9.55,7.05,9.20,6.47,6.36,2.46
21.20,15.57,18.40,12.95,12.73,4.74
22.13,16.54,17.52,12.39,12.15,4.57
16.30,11.43,13.14,8.88,8.87,3.34
8.85,5.59,6.79,4.44,4.82,1.76
9.55,6.32,7.89,5.36,5.59,2.11
9.08,6.08,7.45,5.18,5.21,2.11
10.25,7.30,8.32,5.73,5.78,2.28
8.85,6.81,7.45,5.36,5.98,1.93
9.08,6.81,7.89,5.55,10.60,2.11
10.02,7.54,8.76,6.10,10.22,2.28
11.65,9.00,10.08,7.21,9.26,2.64
10.71,8.27,8.98,6.29,6.36,2.28
11.88,9.00,10.08,7.21,10.80,2.64
15.37,9.73,10.95,7.77,22.75,2.81
29.11,11.43,13.36,13.32,20.82,8.61
7.69,5.59,5.26,3.88,3.86,1.58
3.49,2.43,1.97,1.48,1.54,0.70
1.16,0.49,0.66,0.55,0.58,0.35
1.40,0.73,0.88,0.74,0.77,0.53
1.63,0.97,1.10,0.74,0.96,0.53
2.10,1.22,1.31,0.92,1.16,0.70
2.33,1.46,1.31,1.11,1.35,0.70
2.80,1.70,1.75,1.29,1.54,0.70
4.43,2.68,3.07,2.22,2.51,1.23
6.99,4.62,4.82,3.70,3.86,1.76
8.15,5.35,5.91,4.25,4.43,1.93
8.15,5.59,5.70,4.25,4.24,1.93
6.52,4.62,4.60,3.33,3.47,1.58
8.15,5.84,6.13,4.62,4.43,2.11
8.62,6.57,6.35,4.81,4.43,2.11
7.22,5.59,5.70,4.25,4.05,1.93
10.02,7.54,8.10,5.92,5.59,2.46
12.81,9.49,10.08,7.40,7.13,2.99
10.71,7.78,7.45,5.55,5.40,2.28
5.36,3.89,3.50,2.59,2.51,1.23
2.80,1.95,1.75,1.48,1.35,0.70
2.10,1.46,1.53,1.11,1.16,0.70
2.33,1.70,1.75,1.29,1.35,0.70
3.26,2.43,2.41,1.85,1.74,0.88
4.66,3.41,3.50,2.59,2.70,1.23
8.15,6.08,6.35,4.81,4.63,2.11
8.85,6.32,6.35,4.81,4.63,2.11
6.75,4.86,4.60,3.33,3.28,1.58
4.89,3.41,3.50,2.77,2.70,1.23
6.75,5.11,5.70,4.25,4.05,1.76
13.28,9.73,11.39,8.32,8.10,3.34
18.87,13.86,13.14,9.80,9.45,4.04
9.08,6.81,6.13,4.62,4.24,1.93
6.06,4.62,4.60,3.33,3.28,1.41
5.36,3.89,4.38,3.14,3.09,1.41
6.29,4.62,5.04,3.70,3.66,1.58
6.99,5.35,5.70,4.25,4.05,1.76
9.08,6.57,7.45,5.36,5.21,2.11
10.02,7.54,8.10,5.92,5.59,2.28
11.88,8.76,8.98,6.47,6.56,2.64
12.81,9.24,9.86,7.40,7.33,2.99
11.41,8.27,8.32,5.92,5.78,2.46
9.08,6.32,7.23,5.18,5.21,2.11
11.41,8.51,9.64,6.84,6.75,2.81
11.41,8.27,9.42,6.84,6.56,2.64
11.18,8.27,8.54,6.29,5.98,2.46
10.71,7.78,8.32,6.10,5.98,2.46
13.51,9.97,10.73,7.77,7.52,3.16
13.51,9.73,10.51,7.58,7.33,2.99
11.88,8.76,8.76,6.29,6.17,2.46
10.25,7.54,8.32,6.10,5.98,2.46
13.98,10.22,11.83,8.51,8.29,3.34
18.87,13.86,14.90,10.73,10.41,4.22
14.44,10.70,10.51,7.77,7.52,3.16
