0.70,0.97,1.10,1.29,1.35,1.23
0.70,0.97,1.10,1.29,1.35,1.23
0.47,0.73,0.88,1.11,1.16,1.05
1.40,11.67,13.14,19.24,9.83,5.45
1.16,7.78,11.17,12.95,8.68,4.92
0.93,5.35,9.20,9.99,7.13,4.04
0.93,5.59,9.20,11.28,7.33,4.04
0.93,8.03,10.30,15.17,7.52,4.22
0.93,9.73,11.61,16.65,7.52,4.04
1.16,10.46,13.80,18.13,7.52,4.04
1.40,12.16,18.62,21.64,8.68,4.74
1.63,14.11,20.59,23.30,9.26,4.92
1.63,13.86,20.59,22.75,9.06,4.92
2.10,14.11,23.66,23.49,9.64,5.09
1.86,9.97,31.76,29.22,12.34,6.15
4.43,8.03,36.14,32.00,23.52,6.50
2.33,7.78,17.30,15.91,7.91,3.51
5.12,4.38,10.30,9.43,9.45,4.04
1.86,7.30,37.46,20.71,15.23,6.85
5.36,6.08,7.23,7.03,7.33,3.69
0.93,5.59,15.99,15.91,11.95,6.32
2.56,17.51,17.74,23.49,12.92,6.68
4.19,7.54,13.36,12.76,9.45,3.16
1.86,9.49,20.37,20.53,15.81,8.26
0.70,5.59,11.61,12.02,8.87,5.09
0.93,3.41,5.70,6.47,3.86,2.99
1.40,8.76,13.58,14.24,10.60,5.80
2.33,6.08,30.89,26.45,17.55,5.80
1.40,8.51,36.58,34.22,15.04,7.20
1.86,19.46,17.96,19.24,14.08,7.91
5.12,28.94,22.12,38.66,15.81,8.78
8.85,27.73,48.85,45.87,22.17,9.49
3.49,32.83,57.17,53.64,25.07,10.89
2.80,22.62,31.76,37.55,24.10,13.00
5.12,55.94,38.77,43.09,30.08,16.51
6.52,25.29,125.08,95.62,45.12,21.08
6.06,28.46,78.42,64.36,55.53,24.07
5.36,32.10,92.00,88.78,68.64,33.55
13.51,58.62,85.21,87.11,64.79,34.61
15.14,54.72,293.52,142.97,109.52,44.80
11.18,47.91,137.12,98.76,86.96,36.71
2.80,17.03,29.35,30.15,22.17,12.47
2.56,20.67,17.30,18.50,13.69,8.08
3.26,13.13,54.54,51.05,27.19,10.54
2.56,22.13,49.07,48.09,20.05,10.01
1.40,9.73,16.65,20.71,13.50,8.08
2.10,27.73,14.46,16.28,11.76,7.20
23.52,27.00,41.84,41.06,18.90,10.36
4.66,26.27,41.84,44.57,17.55,11.59
1.40,8.76,8.54,10.17,6.56,5.27
29.81,33.56,30.89,44.57,17.74,18.45
17.70,37.46,61.77,58.63,27.57,13.00
1.63,17.75,22.12,36.07,18.12,10.89
1.86,16.05,13.14,14.61,11.18,7.38
26.09,30.16,16.21,33.29,13.50,16.16
17.47,29.92,46.66,45.13,19.86,10.72
1.16,6.32,10.08,11.28,8.48,7.20
20.96,26.51,12.70,22.75,11.18,14.23
21.20,25.05,16.43,29.22,20.44,15.46
3.26,8.03,6.79,9.62,6.17,12.47
2.80,8.76,5.04,6.29,4.05,4.57
29.81,32.59,18.62,41.24,21.02,21.08
40.99,48.40,75.35,72.32,53.80,23.19
2.33,19.94,24.10,47.72,20.25,21.96
37.97,65.43,23.22,30.33,19.47,16.69
38.90,57.89,79.08,72.32,70.38,28.46
2.33,13.38,23.22,46.98,19.67,24.07
3.26,37.94,12.92,14.80,10.03,7.73
31.68,44.02,42.71,49.57,49.17,24.24
1.86,18.00,23.22,52.34,19.28,22.49
8.39,48.40,17.09,19.05,14.46,9.66
85.48,90.23,101.42,110.79,78.48,50.24
4.89,74.18,86.31,115.78,41.46,21.26
3.49,52.29,28.48,30.52,22.37,13.70
73.14,71.75,139.53,133.91,58.62,26.88
6.99,36.97,67.25,86.74,49.55,25.47
1.86,12.16,15.55,16.46,11.95,7.20
2.56,24.32,48.63,55.12,20.44,10.89
1.40,9.73,26.50,26.45,19.47,10.54
2.80,15.08,24.75,24.60,17.16,9.66
3.49,16.30,46.88,36.07,28.15,14.05
1.40,9.97,19.28,19.60,13.11,7.73
3.73,17.27,37.68,38.29,26.03,13.35
1.86,11.92,27.60,27.74,20.05,10.89
3.26,18.24,27.60,28.11,19.86,11.42
3.96,20.67,52.57,51.23,34.32,16.86
1.63,11.19,17.09,18.13,10.60,6.85
4.19,33.56,40.30,53.82,28.54,14.93
1.16,9.24,24.10,25.15,18.12,10.72
1.40,8.51,9.42,10.54,6.36,4.57
1.40,15.32,7.67,12.02,6.94,9.13
1.16,3.16,7.89,8.32,5.78,3.69
0.70,5.84,5.70,6.10,4.24,2.81
2.56,9.00,5.04,10.36,4.43,4.92
0.47,2.68,5.91,6.47,4.63,2.64
0.47,3.41,4.60,4.99,2.70,2.11
6.06,10.46,5.70,12.21,5.98,6.50
1.86,3.41,6.35,6.84,3.86,2.81
2.56,13.38,7.23,8.88,5.98,3.86
3.73,13.38,7.01,15.91,6.17,8.08
2.10,2.92,2.63,3.88,1.93,2.28
9.55,15.32,5.04,8.88,3.47,6.32
1.63,18.48,16.65,30.15,10.60,8.08
3.73,10.46,3.29,3.70,2.31,1.76
8.85,19.70,13.14,22.93,9.26,11.77
1.86,5.11,7.23,9.80,6.17,5.27
2.10,22.86,6.13,8.51,4.82,5.27
2.33,26.51,24.10,36.62,13.11,12.82
3.03,11.92,6.35,9.06,6.17,5.62
19.33,20.92,50.38,45.68,43.77,9.84
1.40,8.51,14.90,15.91,11.18,6.85
24.92,20.92,46.22,44.94,20.44,9.66
1.86,11.19,44.90,39.39,19.09,9.49
2.33,18.48,19.06,19.79,14.46,8.08
17.47,7.78,2.41,2.40,18.51,5.45
1.40,8.27,15.99,15.72,11.57,5.97
8.85,6.08,40.74,29.78,18.70,7.20
1.63,6.32,2.85,2.59,9.06,4.22
1.63,9.24,20.37,18.87,14.85,7.03
1.63,5.84,43.15,20.34,19.47,7.91
2.10,9.24,18.18,12.58,20.25,6.15
2.56,13.62,29.13,27.74,20.82,10.36
1.86,5.59,31.10,19.60,42.03,8.78
5.59,26.75,102.73,56.60,50.13,21.08
6.29,32.35,55.20,54.56,40.30,20.90
8.85,16.30,29.35,25.52,58.81,12.30
6.52,32.35,111.28,86.37,58.62,27.76
60.09,28.94,162.31,138.53,53.99,23.19
17.47,27.97,110.84,57.89,98.91,16.86
6.99,35.27,60.90,61.96,45.70,24.42
22.13,9.73,116.97,80.64,113.95,21.08
10.02,43.05,251.03,178.85,126.68,30.92
61.26,43.54,218.17,196.60,69.61,28.81
34.47,40.37,204.15,137.42,179.70,27.40
39.60,54.24,317.18,220.83,169.10,39.35
32.38,40.37,121.79,110.97,64.79,18.27
7.22,13.86,49.07,43.83,34.51,8.61
7.45,22.62,144.13,85.08,86.57,32.67
29.58,91.21,182.47,129.10,130.34,49.71
15.84,8.76,42.06,33.11,37.21,7.55
10.02,17.27,115.44,83.04,69.41,16.69
5.12,11.92,45.78,21.27,49.94,9.49
41.69,36.24,116.53,106.90,55.92,17.92
20.03,54.24,70.75,69.17,26.99,15.63
